h1 0.750031539878
h2 4.26736219072e-05
he3 2.17350467219e-05
he4 0.249492250629
li6 1.71632504096e-11
li7 2.09158275575e-09
be9 3.94812355702e-12
b10 2.67447896272e-11
b11 1.18959737318e-10
c12 0.000109149984937
c13 1.52606506947e-06
n14 1.26013971795e-05
n15 2.74436849496e-08
o16 0.000359422983716
o17 3.26354209651e-08
o18 4.97936002075e-09
f19 6.40725542206e-09
ne20 6.85350457906e-05
ne21 9.28293133487e-08
ne22 4.03143654049e-07
na23 5.93098256232e-07
mg24 1.66276762108e-05
mg25 5.62797094603e-07
mg26 6.45286598416e-07
al27 7.08175681504e-07
si28 1.53145720652e-05
si29 1.90045451345e-07
si30 1.48335705812e-07
p31 9.56066957947e-08
s32 9.4411652012e-06
s33 5.61834877218e-08
s34 1.49249910566e-07
s36 6.23606670287e-11
cl35 6.58547367011e-08
cl37 1.5837250425e-08
ar36 1.82275695541e-06
ar38 1.45144670827e-07
ar40 7.59843501428e-12
k39 6.88231422831e-08
k40 1.32604713801e-10
k41 5.0570911023e-09
ca40 1.10182378925e-06
ca42 6.62328568815e-09
ca43 5.32199847811e-10
ca44 1.08829940992e-08
ca46 1.47377232123e-13
ca48 1.86056968872e-12
sc45 4.4747495801e-10
ti46 1.88678019926e-09
ti47 1.11512399943e-09
ti48 2.7757660877e-08
ti49 1.63111234771e-09
ti50 6.41108148079e-12
v50 3.82360945641e-12
v51 3.51494986277e-09
cr50 3.60623760035e-09
cr52 1.56554275939e-07
cr53 1.13981949098e-08
cr54 9.19298507334e-11
mn55 4.64721121966e-08
fe54 1.03146254201e-07
fe56 9.77136440442e-06
fe57 4.63609781741e-07
fe58 1.45163466142e-09
co59 5.45253885691e-08
ni58 2.33957073584e-07
ni60 4.05837348272e-07
ni61 1.58294885534e-08
ni62 5.46524464152e-08
ni64 2.60217216736e-09
cu63 1.08963467555e-08
cu65 3.04275166303e-09
zn64 1.93023020181e-08
zn66 5.11119026287e-09
zn67 6.43149263027e-10
zn68 3.12225986909e-09
zn70 5.14651567535e-10
ga69 6.88315341949e-10
ga71 3.29953415408e-10
ge70 5.43074022909e-10
ge72 1.06839073879e-09
ge73 3.00315536565e-10
ge74 1.41940307673e-09
ge76 5.93297848154e-10
as75 2.81495237013e-10
se74 2.73867117283e-11
se76 1.53235248652e-10
se77 2.54635893091e-10
se78 5.40640598946e-10
se80 2.29522423148e-09
se82 4.41938142633e-10
br79 3.28127381551e-10
br81 2.6613876027e-10
kr78 9.73262639249e-12
kr80 4.24373185108e-11
kr82 1.80067459618e-10
kr83 3.73986256248e-10
kr84 1.95133039939e-09
kr86 6.63713416325e-10
rb85 2.71192549145e-10
rb87 1.37363522045e-10
sr84 6.72780977244e-12
sr86 6.32690514883e-11
sr87 4.47266613079e-11
sr88 5.45011286751e-10
y89 1.3279378174e-10
zr90 2.25860204106e-10
zr91 3.77441587945e-11
zr92 6.36399612546e-11
zr94 5.67031152989e-11
zr96 1.85554276453e-11
nb93 2.68970478155e-11
mo92 3.11837135987e-11
mo94 1.99707614874e-11
mo95 1.9985166953e-11
mo96 1.31393317053e-11
mo97 1.3044884017e-11
mo98 2.67593894567e-11
mo100 2.22887171794e-11
ru96 8.6767483144e-12
ru98 2.98680228642e-12
ru99 1.64905033437e-11
ru100 7.22786727027e-12
ru101 2.50901517789e-11
ru102 3.69387483631e-11
ru104 3.11344182041e-11
rh103 3.13732249516e-11
pd102 6.68885081455e-13
pd104 5.06626160899e-12
pd105 2.63879999417e-11
pd106 2.32897988653e-11
pd108 1.95201880624e-11
pd110 1.57358689871e-11
ag107 2.2275837982e-11
ag109 1.93758218228e-11
cd106 6.80081513958e-13
cd108 4.93327127994e-13
cd110 6.96314631043e-12
cd111 1.57728746109e-11
cd112 2.12691164502e-11
cd113 1.47107200446e-11
cd114 2.15858455517e-11
cd116 1.1236221146e-11
in113 2.81069013109e-13
in115 1.31704250038e-11
sn112 1.27834075299e-12
sn114 8.83076513919e-13
sn115 4.58114903669e-13
sn116 1.9571245942e-11
